Kingdom	Supergroup	Division	Class	Order	Family	Genus	Species
Eukaryota	Hacrobia	Cryptophyta	Cryptophyceae	Cryptomonadales	Cryptomonadales_X	Hemiselmis	Hemiselmis_rufescens
Eukaryota	Rhizaria	Radiolaria	RAD-B	RAD-B_X	RAD-B-Group-IV	Spumellarian	Spumellarian_radiolarian
Eukaryota	Rhizaria	Radiolaria	Acantharea	Chaunacanthida	Chaunacanthida_X	Chaunacanthid	Chaunacanthid_217
Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Polar-centric-Mediophyceae	Thalassiosira	Thalassiosira_tumida
Eukaryota	Rhizaria	Radiolaria	Acantharea	Chaunacanthida	Chaunacanthida_X	Chaunacanthida_XX	Chaunacanthida_XX_sp.
Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Paragymnodinium	Paragymnodinium_shiwhaense
Eukaryota	Excavata	Discoba	Euglenozoa	Kinetoplastida	Neobodonid	Neobodo	NA
Eukaryota	Rhizaria	Radiolaria	Acantharea	Arthracanthida-Symphyacanthida	Arthracanthida-Symphyacanthida_X	Amphibelone	Amphibelone_anomala
Eukaryota	Opisthokonta	Metazoa	Mollusca	Gastropoda	Heterobranchia	Creseis	Creseis_sp.
Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Gymnodiniales	Kareniaceae	Takayama	Takayama_pulchellum
Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Peridiniales	Protoperidiniaceae	Protoperidinium	Protoperidinium_crassipes
Eukaryota	Opisthokonta	Metazoa	Ctenophora	Ctenophora_X	Ctenophora_XX	NA	NA
Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Peridiniales	Thoracosphaeraceae	Pentapharsodinium	Pentapharsodinium_tyrrhenicum
Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Gonyaulacales	Pyrophacaceae	Fragilidium	Fragilidium_sp.
Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Suessiales	Suessiaceae	Biecheleria	NA
Eukaryota	Opisthokonta	Fungi	Basidiomycota	Pucciniomycotina	Cystobasidiomycetes	Rhodotorula	Rhodotorula_glutinis
Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Raphid-pennate	Pseudo-nitzschia	Pseudo-nitzschia_cuspidata
Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Polar-centric-Mediophyceae	Thalassiosira	Thalassiosira_punctigera
Eukaryota	Stramenopiles	Opalozoa	MAST-3	MAST-3D	MAST-3D_X	MAST-3D_XX	MAST-3D_XX_sp.
Eukaryota	Alveolata	Ciliophora	Spirotrichea	Strombidiida	Strombidiidae_M	Strombidiidae_M_X	Strombidiidae_M_X_sp.
Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Araphid-pennate	NA	NA
Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Peridiniales	Podolampadaceae	Lessardia	Lessardia_elongata
Eukaryota	Alveolata	Dinoflagellata	Syndiniales	Dino-Group-I	Dino-Group-I-Clade-3	Dino-Group-I-Clade-3_X	Dino-Group-I-Clade-3_X_sp.
Eukaryota	Alveolata	Dinoflagellata	Syndiniales	Dino-Group-II	Dino-Group-II-Clade-6	Dino-Group-II-Clade-6_X	Dino-Group-II-Clade-6_X_sp.
Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Gonyaulacales	Ceratiaceae	Tripos	Tripos_furca
Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Gonyaulacales	Pyrocystaceae	Pyrocystis	Pyrocystis_pseudonoctiluca
Eukaryota	Rhizaria	Radiolaria	Polycystinea	Nassellaria	Acanthodesmoidea	Ceratospyris	Ceratospyris_sp.
Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Raphid-pennate	Cylindrotheca	Cylindrotheca_closterium
Eukaryota	Stramenopiles	Ochrophyta	NA	NA	NA	NA	NA
Eukaryota	Rhizaria	Radiolaria	Polycystinea	Nassellaria	Acanthodesmoidea	Ceratospyris	NA
Eukaryota	Archaeplastida	Chlorophyta	Chloropicophyceae	Chloropicales	Chloropicaceae	Chloropicon	Chloropicon_sieburthii
Eukaryota	Alveolata	Ciliophora	Oligohymenophorea	OLIGO5	OLIGO5_X	OLIGO5_XX	OLIGO5_XX_sp.
Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Suessiales	Suessiaceae	Pelagodinium	Pelagodinium_beii
Eukaryota	Stramenopiles	Opalozoa	MAST-3	MAST-3I	MAST-3I_X	MAST-3I_XX	MAST-3I_XX_sp.
Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Dinophysiales	NA	NA	NA
Eukaryota	Stramenopiles	Sagenista	MAST-8	MAST-8B	MAST-8B_X	MAST-8B_XX	MAST-8B_XX_sp.
Eukaryota	Alveolata	Apicomplexa	Gregarinomorphea	Eugregarinorida	Cephaloidophoridae	Cephaloidophoridae_X	Cephaloidophoridae_X_sp.
Eukaryota	Stramenopiles	Ochrophyta	MOCH-4	MOCH-4_X	MOCH-4_XX	MOCH-4_XXX	MOCH-4_XXX_sp.
Eukaryota	Alveolata	Ciliophora	Spirotrichea	Strombidiida	Tontoniidae_A	Spirotontonia	Spirotontonia_sp.
Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gymnoxanthella	Gymnoxanthella_radiolariae
Eukaryota	Rhizaria	Radiolaria	Polycystinea	Collodaria	Sphaerozoidae	Collozoum	Collozoum_inerme
Eukaryota	Rhizaria	Radiolaria	Acantharea	Acantharea_X	Acantharea_XX	Acanthocolla	Acanthocolla_cruciata
Eukaryota	Archaeplastida	Chlorophyta	Chloropicophyceae	Chloropicales	Chloropicaceae	Chloropicon	Chlroropicon_A6_sp.
Eukaryota	Alveolata	Dinoflagellata	Syndiniales	Dino-Group-II	Dino-Group-II-Clade-14	Dino-Group-II-Clade-14_X	Dino-Group-II-Clade-14_X_sp.
Eukaryota	Rhizaria	Radiolaria	RAD-B	RAD-B_X	RAD-B-Group-IV	RAD-B-Group-IV_X	RAD-B-Group-IV_X_sp.
Eukaryota	Rhizaria	Radiolaria	RAD-C	RAD-C_X	RAD-C_XX	RAD-C_XXX	RAD-C_XXX_sp.
Eukaryota	Hacrobia	Haptophyta	Prymnesiophyceae	Prymnesiophyceae_Clade_D	Prymnesiophyceae_Clade_D_X	Prymnesiophyceae_Clade_D_XX	Prymnesiophyceae_Clade_D_XX_sp.
Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Gymnodiniales	Chytriodiniaceae	Chytriodinium	Chytriodinium_sp.
Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Gonyaulacales	Goniodomataceae	Alexandrium	Alexandrium_andersonii
Eukaryota	Stramenopiles	Ochrophyta	Chrysophyceae	Chrysophyceae_X	Chrysophyceae_Clade-G	Chrysophyceae_Clade-G_X	Chrysophyceae_Clade-G_X_sp.
Eukaryota	Opisthokonta	Metazoa	Arthropoda	Crustacea	Malacostraca	Primno	Primno_macropa
Eukaryota	Amoebozoa	Lobosa	Discosea-Flabellinia	Vannellida	Vannellidae	Clydonella	Clydonella_sp.
Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Peridiniales	Blastodiniaceae	Blastodinium	Blastodinium_contortum
Eukaryota	Alveolata	Dinoflagellata	Syndiniales	Syndiniales_X	Syndiniales_XX	Syndiniales_XXX	Syndiniales_XXX_sp.
Eukaryota	Opisthokonta	Metazoa	Arthropoda	Crustacea	Malacostraca	Phronimella	Phronimella_elongata
Eukaryota	Rhizaria	Radiolaria	Polycystinea	Spumellarida	Spongodiscidae-Coccodiscidae	Spongodiscidae-Coccodiscidae_X	Spongodiscidae-Coccodiscidae_X_sp.
Eukaryota	Alveolata	Ciliophora	Spirotrichea	Tintinnida	Tintinnidae	Steenstrupiella	Steenstrupiella_steenstrupii
Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Peridiniales	Thoracosphaeraceae	NA	NA
Eukaryota	Rhizaria	Radiolaria	Acantharea	Arthracanthida-Symphyacanthida	Arthracanthida-Symphyacanthida_X	Arthracanthida-Symphyacanthida_XX	Arthracanthida-Symphyacanthida_XX_sp.
Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Peridiniales	Protoperidiniaceae	Protoperidinium	Protoperidinium_bipes
Eukaryota	Opisthokonta	Metazoa	Chaetognatha	Aphragmophora	Aphragmophora_X	NA	NA
Eukaryota	Alveolata	Ciliophora	NA	NA	NA	NA	NA
Eukaryota	Stramenopiles	NA	NA	NA	NA	NA	NA
Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Prorocentrales	Prorocentraceae	Prorocentrum	Prorocentrum_sp.
Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Gonyaulacales	Pyrophacaceae	Pyrophacus	Pyrophacus_steinii
Eukaryota	Alveolata	Apicomplexa	Gregarinomorphea	Eugregarinorida	Porosporidae	Porosporidae_X	Porosporidae_X_sp.
Eukaryota	Amoebozoa	Lobosa	Discosea-Flabellinia	Vannellida	Vannellidae	Vannella	Vannella_sp.
Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Peridiniales	Blastodiniaceae	Blastodinium	Blastodinium_navicula
Eukaryota	Alveolata	Dinoflagellata	Syndiniales	Dino-Group-II	Dino-Group-II-Clade-57	Dino-Group-II-Clade-57_X	Dino-Group-II-Clade-57_X_sp.
Eukaryota	Opisthokonta	Metazoa	Mollusca	Gastropoda	Caenogastropoda	NA	NA
Eukaryota	Hacrobia	Picozoa	Picozoa_X	Picozoa_XX	Picozoa_XXX	Picozoa_XXXX	Picozoa_XXXX_sp.
Eukaryota	Alveolata	Dinoflagellata	Syndiniales	Dino-Group-I	Dino-Group-I-Clade-5	Dino-Group-I-Clade-5_X	Dino-Group-I-Clade-5_X_sp.
Eukaryota	Amoebozoa	Lobosa	Discosea-Flabellinia	Vannellida	Vannellidae	Vannella	NA
Eukaryota	Stramenopiles	Sagenista	Labyrinthulomycetes	Labyrinthulales	Labyrinthulaceae	Aplanochytrium	Aplanochytrium_kerguelense
Eukaryota	Hacrobia	Haptophyta	Prymnesiophyceae	Prymnesiales	Chrysochromulinaceae	Chrysochromulina	Chrysochromulina_simplex
Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Peridiniales	Protoperidiniaceae	Protoperidinium	Protoperidinium_conicum
Eukaryota	Alveolata	Ciliophora	Oligohymenophorea	Apostomatia	Foettingeriidae	Vampyrophrya	Vampyrophrya_pelagica
Eukaryota	Alveolata	Dinoflagellata	Syndiniales	Dino-Group-IV	Dino-Group-IV-Hematodinium-Group	Hematodinium	Hematodinium_sp.
Eukaryota	Opisthokonta	Metazoa	Urochordata	Urochordata_X	Ascidiacea	Thalia	Thalia_longicauda
Eukaryota	Alveolata	Dinoflagellata	Syndiniales	Dino-Group-II	Dino-Group-II-Clade-16	Dino-Group-II-Clade-16_X	Dino-Group-II-Clade-16_X_sp.
Eukaryota	Stramenopiles	Sagenista	MAST-4	MAST-4B	MAST-4B_X	MAST-4B_XX	MAST-4B_XX_sp.
Eukaryota	Alveolata	Dinoflagellata	Syndiniales	Dino-Group-II	Dino-Group-II_X	Dino-Group-II-Clade-52_X	Dino-Group-II-Clade-52_X_sp.
Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Raphid-pennate	Nitzschia	Nitzschia_apiculata
Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Radial-centric-basal-Coscinodiscophyceae	Leptocylindrus	Leptocylindrus_aporus
Eukaryota	Rhizaria	Radiolaria	Polycystinea	Collodaria	Collosphaeridae	Collosphaeridae_X	Collosphaeridae_X_sp.
Eukaryota	Stramenopiles	Pseudofungi	MAST-1	MAST-1A	MAST-1A_X	MAST-1A_XX	MAST-1A_XX_sp.
Eukaryota	Excavata	Discoba	Euglenozoa	Kinetoplastida	Neobodonid	Neobodonid_X	Neobodonid_X_sp.
Eukaryota	Hacrobia	Haptophyta	Prymnesiophyceae	NA	NA	NA	NA
Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Gonyaulacales	Pyrocystaceae	Pyrocystis	Pyrocystis_lunula
Eukaryota	Excavata	Discoba	Euglenozoa	NA	NA	NA	NA
Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Raphid-pennate	Pseudo-nitzschia	Pseudo-nitzschia_heimii
Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Peridiniales	Amphidiniopsidaceae	Islandinium	NA
Eukaryota	Hacrobia	Cryptophyta	Cryptophyceae	Cryptomonadales	Cryptomonadales_X	Teleaulax	NA
Eukaryota	Alveolata	Ciliophora	Spirotrichea	Tintinnida	Tintinnidae	NA	NA
Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Margalefidinium	Margalefidinium_fulvescens
Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Polar-centric-Mediophyceae	Chaetoceros	Chaetoceros_diadema_1
Eukaryota	Alveolata	Apicomplexa	Gregarinomorphea	Eugregarinorida	Porosporidae	NA	NA
Eukaryota	Stramenopiles	Sagenista	Labyrinthulomycetes	Labyrinthulales	Labyrinthulaceae	Aplanochytrium	NA
Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Dinophysiales	Dinophysiaceae	NA	NA
Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Gonyaulacales	Protoceratiaceae	Ceratocorys	Ceratocorys_horrida
Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Gonyaulacales	Goniodomataceae	NA	NA
Eukaryota	Hacrobia	Centroheliozoa	Centroheliozoa_X	Pterocystida	Pterocystida_X	Pterocystida_XX	Pterocystida_XX_sp.
Eukaryota	Stramenopiles	Sagenista	MAST-7	MAST-7C	MAST-7C_X	MAST-7C_XX	MAST-7C_XX_sp.
Eukaryota	Hacrobia	Cryptophyta	Cryptophyceae	Cryptomonadales	Cryptomonadales_X	Geminigera	Geminigera_cryophila
Eukaryota	Alveolata	Ciliophora	Spirotrichea	Choreotrichida	Strobilidiidae_I	Pelagostrobilidium	Pelagostrobilidium_neptuni
Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Peridiniales	Thoracosphaeraceae	Scrippsiella	NA
Eukaryota	Alveolata	Ciliophora	Spirotrichea	Strombidiida	Tontoniidae_B	Tontoniidae_B_X	Tontoniidae_B_X_sp.
Eukaryota	Hacrobia	Haptophyta	Prymnesiophyceae	Prymnesiales	Prymnesiaceae	Prymnesium	NA
Eukaryota	Alveolata	Dinoflagellata	Syndiniales	Dino-Group-II	Dino-Group-II-Clade-13	Dino-Group-II-Clade-13_X	Dino-Group-II-Clade-13_X_sp.
Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Peridiniales	Blastodiniaceae	Blastodinium	NA
Eukaryota	Alveolata	Ciliophora	Nassophorea	Nassophorea_X	Discotrichidae	NA	NA
Eukaryota	Rhizaria	Radiolaria	Acantharea	Arthracanthida-Symphyacanthida	Arthracanthida-Symphyacanthida_X	Coleaspis	Coleaspis_vaginata
Eukaryota	Alveolata	Ciliophora	Spirotrichea	Strombidiida	NA	NA	NA
Eukaryota	Rhizaria	Radiolaria	RAD-B	RAD-B_X	RAD-B-Group-III	RAD-B-Group-III_X	RAD-B-Group-III_X_sp.
Eukaryota	Stramenopiles	Sagenista	MAST-4	MAST-4E	MAST-4E_X	MAST-4E_XX	MAST-4E_XX_sp.
Eukaryota	Alveolata	Dinoflagellata	Syndiniales	Dino-Group-IV	Dino-Group-IV-Syndinium-Group	Syndinium	Syndinium_sp.
Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Gonyaulacales	Goniodomataceae	Alexandrium	Alexandrium_tamutum
Eukaryota	Alveolata	Ciliophora	Spirotrichea	Strombidiida_G	Strombidiida_G_X	Strombidiida_G_XX	Strombidiida_G_XX_sp.
Eukaryota	Stramenopiles	Sagenista	MAST-9	MAST-9A	MAST-9A_X	MAST-9A_XX	MAST-9A_XX_sp.
Eukaryota	Rhizaria	Cercozoa	Filosa-Imbricatea	Filosa-Imbricatea_X	Novel-clade-2	Novel-clade-2_X	Novel-clade-2_X_sp.
Eukaryota	Rhizaria	Radiolaria	Polycystinea	Nassellaria	Plagiacanthoidea	Lithomelissa	Lithomelissa_sp.
Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Raphid-pennate	Pseudo-nitzschia	NA
Eukaryota	Stramenopiles	Opalozoa	MAST-3	MAST-3A	MAST-3A_X	MAST-3A_XX	MAST-3A_XX_sp.
Eukaryota	Alveolata	Dinoflagellata	Syndiniales	Dino-Group-I	Dino-Group-I-Clade-8	Dino-Group-I-Clade-8_X	Dino-Group-I-Clade-8_X_sp.
Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Gonyaulacales	Goniodomataceae	Alexandrium	Alexandrium_hiranoi
Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Polar-centric-Mediophyceae	Eucampia	NA
Eukaryota	Alveolata	Ciliophora	Spirotrichea	Tintinnida	Dictyocystidae	Dictyocysta	Dictyocysta_sp.
Eukaryota	Stramenopiles	Sagenista	MAST-8	MAST-8E	MAST-8E_X	MAST-8E_XX	MAST-8E_XX_sp.
Eukaryota	Opisthokonta	Fungi	Basidiomycota	Ustilaginomycotina	Exobasidiomycetes	Malassezia	Malassezia_globosa
Eukaryota	Rhizaria	Cercozoa	Chlorarachniophyceae	Chlorarachniophyceae_X	NPK2-lineage	NPK2-lineage_X	NPK2-lineage_X_sp.
Eukaryota	Alveolata	Dinoflagellata	Syndiniales	Dino-Group-I	Dino-Group-I-Clade-4	NA	NA
Eukaryota	Opisthokonta	Metazoa	Arthropoda	Crustacea	Maxillopoda	Sapphirina	Sapphirina_scarlata
Eukaryota	Rhizaria	Radiolaria	Polycystinea	Nassellaria	Plagiacanthoidea	Pseudocubus	Pseudocubus_obeliscus
Eukaryota	Stramenopiles	Ochrophyta	Chrysophyceae	Chrysophyceae_X	Chrysophyceae_Clade-I	Chrysophyceae_Clade-I_X	Chrysophyceae_Clade-I_X_sp.
Eukaryota	Alveolata	Apicomplexa	Colpodellidea	Colpodellida	Colpodellaceae	Voromonas	Voromonas_pontica
Eukaryota	Opisthokonta	Metazoa	Arthropoda	Crustacea	Maxillopoda	Oithona	NA
Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Peridiniales	Heterocapsaceae	Heterocapsa	NA
Eukaryota	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Dothideomycetes	NA	NA
Eukaryota	Opisthokonta	Metazoa	Arthropoda	Crustacea	Maxillopoda	Scolecithricella	Scolecithricella_longispinosa
Eukaryota	Alveolata	Dinoflagellata	Syndiniales	Dino-Group-II	Dino-Group-II-Clade-44	Dino-Group-II-Clade-44_X	Dino-Group-II-Clade-44_X_sp.
Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Dinophyceae_X	Dinophyceae_XX	Abedinium	Abedinium_dasypus
Eukaryota	Stramenopiles	Ochrophyta	MOCH-2	MOCH-2_X	MOCH-2_XX	MOCH-2_XXX	MOCH-2_XXX_sp.
Eukaryota	Alveolata	Dinoflagellata	Syndiniales	Dino-Group-II	Dino-Group-II-Clade-1	Dino-Group-II-Clade-1_X	Dino-Group-II-Clade-1_X_sp.
Eukaryota	Stramenopiles	Stramenopiles_X	Stramenopiles_XX	Stramenopiles_XXX	Stramenopiles_XXXX	Stramenopiles_XXXXX	Stramenopiles_XXXXX_sp.
Eukaryota	Stramenopiles	Sagenista	MAST-11	MAST-11_X	MAST-11_XX	MAST-11_XXX	MAST-11_XXX_sp.
Eukaryota	Alveolata	Dinoflagellata	Syndiniales	Dino-Group-I	Dino-Group-I-Clade-2	Dino-Group-I-Clade-2_X	Dino-Group-I-Clade-2_X_sp.
Eukaryota	Opisthokonta	Metazoa	Mollusca	Mollusca_X	Mollusca_XX	Typhloscolex	Typhloscolex_sp.
Eukaryota	Opisthokonta	Metazoa	Arthropoda	Crustacea	Maxillopoda	Neocalanus	Neocalanus_robustior
Eukaryota	Opisthokonta	Metazoa	Arthropoda	Crustacea	Malacostraca	Scina	Scina_borealis
Eukaryota	Opisthokonta	Metazoa	Arthropoda	Crustacea	Malacostraca	Sergia	Sergia_hansjacobi
Eukaryota	Alveolata	Dinoflagellata	Noctilucophyceae	Noctilucales	Kofoidiniaceae	Kofoidinium	Kofoidinium_pavillardii
Eukaryota	Alveolata	Dinoflagellata	Syndiniales	Dino-Group-I	Dino-Group-I_X	Dino-Group-I_XX	Dino-Group-I_XX_sp.
Eukaryota	Rhizaria	Cercozoa	Filosa-Thecofilosea	Ebriida	Ebriidae	Ebria	Ebria_tripartita
Eukaryota	Hacrobia	NA	NA	NA	NA	NA	NA
Eukaryota	Hacrobia	Cryptophyta	Cryptophyceae	Cryptomonadales	Cryptomonadales_X	Proteomonas	Proteomonas_sulcata
Eukaryota	Stramenopiles	Sagenista	MAST-10	MAST-10_X	MAST-10_XX	MAST-10_XXX	MAST-10_XXX_sp.
Eukaryota	Opisthokonta	Metazoa	Annelida	Annelida_X	Annelida_XX	Conchoecia_annelida	Conchoecia_annelida_sp.
Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Suessiales	Suessiaceae	Protodinium	Protodinium_simplex
Eukaryota	Opisthokonta	Opisthokonta_X	Opisthokonta_XX	Opisthokonta_XXX	Opisthokonta_XXXX	Opisthokonta_XXXXX	Opisthokonta_XXXXX_sp.
Eukaryota	Opisthokonta	Metazoa	Arthropoda	Crustacea	Malacostraca	Lestrigonus	Lestrigonus_bengalensis
Eukaryota	Rhizaria	Cercozoa	Filosa-Thecofilosea	Cryomonadida	Cryothecomonas-lineage	Cryothecomonas	Cryothecomonas_aestivalis
Eukaryota	Alveolata	Dinoflagellata	Syndiniales	Dino-Group-IV	Dino-Group-IV-Syndinium-Group	Syndinium	Syndinium_turbo
Eukaryota	Alveolata	Ciliophora	Ciliophora_X	Ciliophora_XX	Ciliophora_XXX	Mesodinium	NA
Eukaryota	Opisthokonta	Metazoa	Mollusca	Gastropoda	NA	NA	NA
Eukaryota	Hacrobia	Cryptophyta	Cryptophyceae	Cryptomonadales	Cryptomonadales_X	Rhodomonas	Rhodomonas_salina
Eukaryota	Hacrobia	Haptophyta	Prymnesiophyceae	Prymnesiales	Chrysochromulinaceae	Chrysochromulina	NA
Eukaryota	Rhizaria	Radiolaria	Acantharea	Acantharea-Group-II	Acantharea-Group-II_X	Acantharea-Group-II_XX	Acantharea-Group-II_XX_sp.
Eukaryota	Archaeplastida	Rhodophyta	Florideophyceae	NA	NA	NA	NA
Eukaryota	Alveolata	Dinoflagellata	Noctilucophyceae	Noctilucales	Noctilucaceae	NA	NA
Eukaryota	Archaeplastida	Chlorophyta	NA	NA	NA	NA	NA
Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gyrodinium	Gyrodinium_rubrum
Eukaryota	Stramenopiles	Ochrophyta	Pelagophyceae	Pelagomonadales	Pelagomonadaceae	Pelagomonadaceae_X	Pelagomonadaceae_X_sp.
Eukaryota	Alveolata	Dinoflagellata	Syndiniales	Dino-Group-II	Dino-Group-II-Clade-29	Dino-Group-II-Clade-29_X	Dino-Group-II-Clade-29_X_sp.
Eukaryota	Stramenopiles	Ochrophyta	Dictyochophyceae	Dictyochophyceae_X	Pedinellales	Pedinellales_X	Pedinellales_X_sp.
Eukaryota	Hacrobia	Cryptophyta	Cryptophyceae	Goniomonadales	Goniomonadales_X	Goniomonas	Goniomonas_sp.
Eukaryota	Stramenopiles	Pseudofungi	Oomycota	Oomycota_X	Oomycota_XX	Oomycota_XXX	Oomycota_XXX_sp.
Eukaryota	Opisthokonta	Metazoa	Cnidaria	Cnidaria_X	Hydrozoa	Pantachogon	Pantachogon_haeckeli
Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Gonyaulacales	NA	NA	NA
Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Gonyaulacales	Gonyaulacaceae	Gonyaulax	NA
Eukaryota	Alveolata	Dinoflagellata	Syndiniales	Dino-Group-II	Dino-Group-II-Clade-3	Dino-Group-II-Clade-3_X	Dino-Group-II-Clade-3_X_sp.
Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gymnodinium	Gymnodinium_catenatum
Eukaryota	Opisthokonta	Metazoa	Mollusca	Gastropoda	Heterobranchia	Diacria	Diacria_quadridentata
Eukaryota	Stramenopiles	Ochrophyta	MOCH-5	MOCH-5_X	MOCH-5_XX	MOCH-5_XXX	MOCH-5_XXX_sp.
Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Polar-centric-Mediophyceae	Skeletonema	Skeletonema_menzellii
Eukaryota	Alveolata	Ciliophora	Oligohymenophorea	Apostomatia	Foettingeriidae	NA	NA
Eukaryota	Alveolata	Ciliophora	Phyllopharyngea	NA	NA	NA	NA
Eukaryota	Opisthokonta	Metazoa	Chaetognatha	Aphragmophora	Aphragmophora_X	Pseudosagitta	Pseudosagitta_lyra
Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Radial-centric-basal-Coscinodiscophyceae	Corethron	Corethron_inerme
Eukaryota	Rhizaria	Foraminifera	NA	NA	NA	NA	NA
Eukaryota	Rhizaria	Radiolaria	Acantharea	Acantharea-Group-I	Acantharea-Group-I_X	Acantharea-Group-I_XX	Acantharea-Group-I_XX_sp.
Eukaryota	Opisthokonta	Metazoa	Mollusca	Gastropoda	Heterobranchia	Creseis	Creseis_clava
Eukaryota	Opisthokonta	Metazoa	Urochordata	Urochordata_X	Ascidiacea	NA	NA
Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Peridiniales	Kryptoperidiniaceae	Durinskia	NA
Eukaryota	Archaeplastida	Chlorophyta	Chloropicophyceae	Chloropicales	Chloropicaceae	Chloroparvula	Chloroparvula_B3_sp.
Eukaryota	Opisthokonta	Metazoa	Arthropoda	Crustacea	Maxillopoda	Bradya	Bradya_sp.
Eukaryota	Stramenopiles	Opalozoa	Bicoecea	Anoecales	Caecitellaceae	Caecitellus	Caecitellus_parvulus
Eukaryota	Rhizaria	Radiolaria	Acantharea	Chaunacanthida	Chaunacanthida_X	Gigartacon	Gigartacon_fragilis
Eukaryota	Alveolata	Ciliophora	Spirotrichea	Tintinnida	Tintinnidae	Salpingella	Salpingella_sp.
Eukaryota	Opisthokonta	Metazoa	Cnidaria	Cnidaria_X	Anthozoa	NA	NA
Eukaryota	Stramenopiles	Opalozoa	MAST-3	MAST-3K	MAST-3K_X	MAST-3K_XX	MAST-3K_XX_sp.
Eukaryota	Stramenopiles	Ochrophyta	Dictyochophyceae	Dictyochophyceae_X	Pedinellales	Pseudopedinella	Pseudopedinella_elastica
Eukaryota	Alveolata	Dinoflagellata	Syndiniales	Dino-Group-II	Dino-Group-II-Clade-23	Dino-Group-II-Clade-23_X	Dino-Group-II-Clade-23_X_sp.
Eukaryota	Opisthokonta	Metazoa	Arthropoda	Crustacea	Malacostraca	Phronima	Phronima_bucephala
Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Peridiniales	Thoracosphaeraceae	Theleodinium	Theleodinium_calcisporum
Eukaryota	Opisthokonta	Metazoa	Arthropoda	Crustacea	Malacostraca	Hyperioides	Hyperioides_sibaginis
Eukaryota	Opisthokonta	Metazoa	Platyhelminthes	Turbellaria	Acoelomorpha	NA	NA
